# Onboard parameters for system MAV 004
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
4	50	EKF_ATT_V3_Q4	                        0	9
4	50	EKF_ATT_V4_R0	                   0.0008	9
4	50	EKF_ATT_V4_R1	                    10000	9
4	50	EKF_ATT_V4_R2	                      100	9
4	50	EKF_ATT_V4_R3	                        0	9
4	50	INAV_DELAY_GPS	                      0.2	9
4	50	INAV_FLOW_K	                     0.15	9
4	50	INAV_FLOW_Q_MIN	                      0.5	9
4	50	INAV_LAND_DISP	                      0.7	9
4	50	INAV_LAND_T	                        3	9
4	50	INAV_LAND_THR	                      0.2	9
4	50	INAV_OK_DRIFT	                      0.2	9
4	50	INAV_W_ACC_BIAS	                     0.05	9
4	50	INAV_W_GPS_FLOW	                      0.1	9
4	50	INAV_W_XY_FLOW	                        5	9
4	50	INAV_W_XY_GPS_P	                      0.5	9
4	50	INAV_W_XY_GPS_V	                      0.7	9
4	50	INAV_W_XY_RES_V	                      0.5	9
4	50	INAV_W_XY_VIS_P	                        5	9
4	50	INAV_W_XY_VIS_V	                        0	9
4	50	INAV_W_Z_BARO	                      0.5	9
4	50	INAV_W_Z_GPS_P	                    0.005	9
4	50	INAV_W_Z_SONAR	                        3	9
4	50	INAV_W_Z_VIS_P	                      0.5	9
4	50	LEASH_USE_BLUE_L	1	6
4	50	MAV_COMP_ID	50	6
4	50	MAV_FWDEXTSP	1	6
4	50	MAV_MINIMALISTIC	0	6
4	50	MAV_SYS_ID	4	6
4	50	MAV_TYPE	1	6
4	50	MAV_USEHILGPS	0	6
4	50	RC10_DZ	                        0	9
4	50	RC10_MAX	                     2000	9
4	50	RC10_MIN	                     1000	9
4	50	RC10_REV	                        1	9
4	50	RC10_TRIM	                     1500	9
4	50	RC11_DZ	                        0	9
4	50	RC11_MAX	                     2000	9
4	50	RC11_MIN	                     1000	9
4	50	RC11_REV	                        1	9
4	50	RC11_TRIM	                     1500	9
4	50	RC12_DZ	                        0	9
4	50	RC12_MAX	                     2000	9
4	50	RC12_MIN	                     1000	9
4	50	RC12_REV	                        1	9
4	50	RC12_TRIM	                     1500	9
4	50	RC13_DZ	                        0	9
4	50	RC13_MAX	                     2000	9
4	50	RC13_MIN	                     1000	9
4	50	RC13_REV	                        1	9
4	50	RC13_TRIM	                     1500	9
4	50	RC14_DZ	                        0	9
4	50	RC14_MAX	                     2000	9
4	50	RC14_MIN	                     1000	9
4	50	RC14_REV	                        1	9
4	50	RC14_TRIM	                     1500	9
4	50	RC15_DZ	                        0	9
4	50	RC15_MAX	                     2000	9
4	50	RC15_MIN	                     1000	9
4	50	RC15_REV	                        1	9
4	50	RC15_TRIM	                     1500	9
4	50	RC16_DZ	                        0	9
4	50	RC16_MAX	                     2000	9
4	50	RC16_MIN	                     1000	9
4	50	RC16_REV	                        1	9
4	50	RC16_TRIM	                     1500	9
4	50	RC17_DZ	                        0	9
4	50	RC17_MAX	                     2000	9
4	50	RC17_MIN	                     1000	9
4	50	RC17_REV	                        1	9
4	50	RC17_TRIM	                     1500	9
4	50	RC18_DZ	                        0	9
4	50	RC18_MAX	                     2000	9
4	50	RC18_MIN	                     1000	9
4	50	RC18_REV	                        1	9
4	50	RC18_TRIM	                     1500	9
4	50	RC1_DZ	                       10	9
4	50	RC1_MAX	                     2000	9
4	50	RC1_MIN	                     1000	9
4	50	RC1_REV	                        1	9
4	50	RC1_TRIM	                     1500	9
4	50	RC2_DZ	                       10	9
4	50	RC2_MAX	                     2000	9
4	50	RC2_MIN	                     1000	9
4	50	RC2_REV	                        1	9
4	50	RC2_TRIM	                     1500	9
4	50	RC3_DZ	                       10	9
4	50	RC3_MAX	                     2000	9
4	50	RC3_MIN	                     1000	9
4	50	RC3_REV	                        1	9
4	50	RC3_TRIM	                     1500	9
4	50	RC4_DZ	                       10	9
4	50	RC4_MAX	                     2000	9
4	50	RC4_MIN	                     1000	9
4	50	RC4_REV	                        1	9
4	50	RC4_TRIM	                     1500	9
4	50	RC5_DZ	                       10	9
4	50	RC5_MAX	                     2000	9
4	50	RC5_MIN	                     1000	9
4	50	RC5_REV	                        1	9
4	50	RC5_TRIM	                     1500	9
4	50	RC6_DZ	                       10	9
4	50	RC6_MAX	                     2000	9
4	50	RC6_MIN	                     1000	9
4	50	RC6_REV	                        1	9
4	50	RC6_TRIM	                     1500	9
4	50	RC7_DZ	                       10	9
4	50	RC7_MAX	                     2000	9
4	50	RC7_MIN	                     1000	9
4	50	RC7_REV	                        1	9
4	50	RC7_TRIM	                     1500	9
4	50	RC8_DZ	                       10	9
4	50	RC8_MAX	                     2000	9
4	50	RC8_MIN	                     1000	9
4	50	RC8_REV	                        1	9
4	50	RC8_TRIM	                     1500	9
4	50	RC9_DZ	                        0	9
4	50	RC9_MAX	                     2000	9
4	50	RC9_MIN	                     1000	9
4	50	RC9_REV	                        1	9
4	50	RC9_TRIM	                     1500	9
4	50	RC_ACRO_TH	                      0.5	9
4	50	RC_ASSIST_TH	                     0.25	9
4	50	RC_AUTO_TH	                     0.75	9
4	50	RC_DSM_BIND	-1	6
4	50	RC_FAILS_THR	0	6
4	50	RC_FOLLOW_TH	                      0.5	9
4	50	RC_LOITER_TH	                      0.5	9
4	50	RC_MAP_ACRO_SW	0	6
4	50	RC_MAP_AUX1	0	6
4	50	RC_MAP_AUX2	0	6
4	50	RC_MAP_AUX3	0	6
4	50	RC_MAP_FAILSAFE	0	6
4	50	RC_MAP_FLAPS	0	6
4	50	RC_MAP_FOLLOW_SW	0	6
4	50	RC_MAP_LOITER_SW	0	6
4	50	RC_MAP_MODE_SW	0	6
4	50	RC_MAP_OFFB_SW	0	6
4	50	RC_MAP_PITCH	2	6
4	50	RC_MAP_POSCTL_SW	0	6
4	50	RC_MAP_RETURN_SW	0	6
4	50	RC_MAP_ROLL	1	6
4	50	RC_MAP_THROTTLE	3	6
4	50	RC_MAP_YAW	4	6
4	50	RC_OFFB_TH	                      0.5	9
4	50	RC_POSCTL_TH	                      0.5	9
4	50	RC_RETURN_TH	                      0.5	9
4	50	SYS_AUTOCONFIG	0	6
4	50	SYS_AUTOSTART	0	6
4	50	SYS_RESTART_TYPE	2	6
4	50	SYS_USE_IO	1	6
4	50	TEST_D	                     0.01	9
4	50	TEST_DEV	                        2	9
4	50	TEST_D_LP	                       10	9
4	50	TEST_HP	                       10	9
4	50	TEST_I	                      0.1	9
4	50	TEST_I_MAX	                        1	9
4	50	TEST_LP	                       10	9
4	50	TEST_MAX	                        1	9
4	50	TEST_MEAN	                        1	9
4	50	TEST_MIN	                       -1	9
4	50	TEST_P	                      0.2	9
4	50	TEST_TRIM	                      0.5	9
4	50	TRIM_PITCH	                        0	9
4	50	TRIM_ROLL	                        0	9
4	50	TRIM_YAW	                        0	9
